,pred
2290,244153.0070907682
2291,762299.8878549187
2292,756230.2561526833
2293,753896.2277074329
2294,470953.1115049168
2295,596521.8427330112
2296,2457124.500452504
2297,780171.4000757645
2298,483244.5765157279
2299,662919.4989696534
2300,1002872.2868816572
2301,1789568.6369753205
2302,473483.4853700377
2303,337261.0607891285
2304,619170.0751546132
2305,406933.8885037015
2306,683277.05846807
2307,641589.7106703136
2308,442934.69547421555
2309,357428.95163177315
2310,599688.9416100578
2311,609733.6081748544
2312,911360.235667407
2313,537894.6603803186
2314,539729.8466936683
2315,899460.0048342701
2316,373955.08681966044
2317,1016551.3238485378
2318,726095.6929718218
2319,200986.07045412366
2320,876190.5084231383
2321,1675839.3221686631
2322,890315.898173026
2323,704426.45400927
2324,904805.8714101982
2325,313021.1533488234
2326,172881.10508211225
2327,276606.4662626283
2328,1492325.7952499979
2329,1558163.5617633357
2330,470658.38120566367
2331,294792.38143785245
2332,1025662.9354467825
2333,855293.9672678207
2334,1279309.834275915
2335,603929.1051192732
2336,722072.8896684995
2337,536886.8816034384
2338,1557170.6723963902
2339,1160440.2528701988
2340,610917.4750725866
2341,481655.32861055835
2342,928672.4807604034
2343,241984.64260276913
2344,340376.39242091245
2345,185542.86897550302
2346,543854.230837724
2347,738120.2076040723
2348,163639.56102303884
2349,426075.18236508965
2350,321207.95700237417
2351,401004.93296056247
2352,741660.3229944941
2353,352121.1342615842
2354,567963.8501446581
2355,173377.70793446607
2356,383226.7333503439
2357,421367.9546973454
2358,492602.6568467654
2359,1227487.286626652
2360,1234637.5309510655
2361,1065248.502761077
2362,210958.20625211857
2363,491915.2586634809
2364,895005.251682378
2365,800204.9057189277
2366,275180.8816707801
2367,596206.5386428381
2368,1261528.38433959
2369,693594.2694482617
2370,329922.1155846211
2371,847183.5930618581
2372,781282.4475824585
2373,300717.8711839879
2374,623646.2278976869
2375,591443.3063585648
2376,565298.8540845941
2377,318546.9696881415
2378,2020672.0000847175
2379,377051.2492571444
2380,379310.08439651236
2381,551871.1496752189
2382,1513174.2469849652
2383,572043.0947553368
2384,672008.2477572679
2385,730191.3571572441
2386,271923.3928356011
2387,1264500.6907147623
2388,436658.28130284406
2389,746564.8188162554
2390,750560.9552393743
2391,329752.12864329194
2392,531783.7209137814
2393,938591.5381156437
2394,840899.5335121952
2395,601051.046324223
2396,405441.51137393387
2397,827677.2757919632
2398,496140.7585226108
2399,224964.22445014946
2400,784697.3154793783
2401,140332.69179637302
2402,743314.4413109164
2403,248584.73741225287
2404,451466.8103793596
2405,551500.393006317
2406,468010.13775618206
2407,1732929.1340539323
2408,1131014.7404312578
2409,475106.1241281185
2410,330137.42912516603
2411,515566.0857827251
2412,2547131.3702794425
2413,1746038.8140923886
2414,1112529.6720053288
2415,1644330.1258619046
2416,188859.9669077237
2417,812555.4384636185
2418,918731.9093231997
2419,446449.8060678581
2420,351404.9747102848
2421,766170.1873367126
2422,744703.3034376721
2423,1377954.5673587425
2424,398718.2057539763
2425,527125.2754942562
2426,1185310.2235191003
2427,1519718.2733340757
2428,1017572.5702308546
2429,984922.0666974006
2430,605113.2688879457
2431,2751041.3785757115
2432,814353.1065833952
2433,497976.9125575108
2434,194475.13249994902
2435,698486.6119748207
2436,930906.6056672033
2437,718824.5205491806
2438,346429.88759447687
2439,841468.3259803792
2440,450243.40866650635
2441,1591525.6457585066
2442,214818.39261509076
2443,398784.06839701737
2444,603081.6965718435
2445,397429.4369276076
2446,1439748.127787378
2447,256776.3528703451
2448,790968.6673692393
2449,1587316.4846789348
2450,303558.544404397
2451,440094.8990521693
2452,421194.04648076
2453,540614.0658357659
2454,399365.0250563023
2455,840294.3290957111
2456,1029323.1758566257
2457,369687.6413286832
2458,391116.2325938122
2459,407698.2631114665
2460,339102.56563454255
2461,724536.1861885998
2462,997682.7224722158
2463,2629926.0133756935
2464,226384.0951752373
2465,2292064.6181522068
2466,454384.1972543128
2467,242949.92420062108
2468,665059.5783835652
2469,651847.2000138302
2470,564360.1505240183
2471,399933.272165489
2472,1204549.6062852934
2473,2010111.8606593518
2474,694067.1107557407
2475,558198.5464952041
2476,462384.1290246535
2477,2907703.1694387896
2478,536437.4464670104
2479,414445.2670663176
2480,451072.34304300527
2481,2131522.2750613396
2482,1548146.1951413536
2483,751739.8536139622
2484,927751.5050743513
2485,690516.6057447902
2486,199839.05351535176
2487,190117.80379563916
2488,1816006.7553829178
2489,703034.5301183456
2490,866372.8723928515
2491,748432.3184653375
2492,1412077.0350385366
2493,238918.79226471588
2494,266514.87172807247
2495,1136422.1586760532
2496,734173.7144226296
2497,739381.3963009733
2498,683360.321600509
2499,2355605.976146315
2500,1062001.472271555
2501,497223.95890538546
2502,1527009.6719005632
2503,282162.02988523524
2504,720026.16883499
2505,207588.71491132837
2506,1911318.182531161
2507,552703.3891314466
2508,454363.1599857024
2509,2008987.9710027524
2510,567188.5359437099
2511,490894.42479714943
2512,349870.74723475205
2513,237989.31264631383
2514,456311.13172272255
2515,332172.12090791034
2516,454482.09660191543
2517,188334.78223687224
2518,1180786.4480962816
2519,331798.217604523
2520,379493.8160670318
2521,314396.09229454614
2522,745468.6765501602
2523,1463368.5821224689
2524,1177628.7684947508
2525,188147.51571074274
2526,1034703.99857507
2527,461934.92241565447
2528,930346.8863992805
2529,442785.8008486506
2530,911147.6344410548
2531,806314.6212134642
2532,972775.6398430887
2533,347828.9522958449
2534,1036855.8198504976
2535,2602381.6532388306
2536,1680073.3693475842
2537,1298007.5338585544
2538,488209.1565943281
2539,399171.15779954975
2540,674807.7219102033
2541,220966.08547126205
2542,1050803.4072219254
2543,610284.8254916717
2544,705280.737300642
2545,464986.37216037646
2546,873644.3594729572
2547,261411.29942306728
2548,957612.0010906762
2549,386535.4858245694
2550,375148.66517581523
2551,522155.8386158927
2552,1434654.2142139417
2553,481449.0536126099
2554,663419.0636109305
2555,524678.6671810306
2556,391765.1969552327
2557,443839.87871151266
2558,997980.583692311
2559,335813.8635841493
2560,383830.26784284797
2561,622497.2616924822
2562,643745.3211930308
2563,392492.8408881427
2564,631946.2088227165
2565,267419.6231616355
2566,805841.6435374169
2567,401545.60433987994
2568,255343.08972029752
2569,787861.2055049215
2570,1010625.0282200868
2571,448412.2465914368
2572,374396.73336316977
2573,1325838.1451764817
2574,443657.4302870418
2575,1689976.5818100744
2576,407280.429892868
2577,375640.80711441365
2578,220966.08547126205
2579,922075.3337513254
2580,715607.2895991285
2581,226756.97652721594
2582,437318.01460132044
2583,828788.5343086108
2584,596208.5320812346
2585,223506.7497292952
2586,497357.65302788524
2587,398236.73817094485
2588,461887.1353646438
2589,296233.39669307956
2590,486940.6346927258
2591,786566.1307438305
2592,1268351.6178081247
2593,1085437.1875360338
2594,469853.0759670105
2595,208984.48655430766
2596,1069119.2682526463
2597,240951.46516850736
2598,443129.86122417107
2599,491915.2586634809
2600,640028.0975802199
2601,372565.8222363415
2602,374211.6375700264
2603,1417778.0750808506
2604,574446.7754528056
2605,690504.8230657168
2606,535035.3383953752
2607,1057020.4282795694
2608,336763.5478740163
2609,195035.70949560282
2610,570223.4707541463
2611,1442874.9974148935
2612,588684.3504606384
2613,746841.5233129393
2614,216629.83210678725
2615,818009.5528832036
2616,2572388.134921326
2617,1438275.879649514
2618,335775.9167672828
2619,789370.287981171
2620,1698016.1860045227
2621,1080945.080875087
2622,357269.850389898
2623,671248.1319923091
2624,846959.8116184904
2625,264981.8413562254
2626,474785.64595983597
2627,599363.451336502
2628,183989.67813747597
2629,348317.3502423106
2630,1758761.1903883182
2631,1155711.2148456785
2632,492040.35757947626
2633,396628.6620120638
2634,729362.6857092486
2635,441415.70422636525
2636,529393.0322601815
2637,1265226.8896627242
2638,417821.01501554344
2639,786954.4857783882
2640,781697.8472821326
2641,911360.235667407
2642,752793.9325620926
2643,551583.994468858
2644,757209.6796820161
2645,1098134.703323835
2646,481790.3941312748
2647,1063663.5684302906
2648,900233.3289161123
2649,195311.1935888728
2650,393519.83050420065
2651,364837.9144682351
2652,1102569.7803243212
2653,539910.8200804141
2654,456162.5726646393
2655,572179.7070128726
2656,1225858.9240417916
2657,260803.5184718766
2658,714271.6033406064
2659,848718.6424483182
2660,336835.47317920096
2661,272229.6834456425
2662,515431.1959158051
2663,470953.20085802866
2664,1159431.0370682876
2665,430439.4313844314
2666,929332.2717477042
2667,1511619.511495398
2668,273529.2721862127
2669,243961.2207450817
2670,893819.8381871261
2671,212343.52891906424
2672,1694647.1369800454
2673,1045127.7148599293
2674,737888.7124637101
2675,229270.07519958806
2676,229447.33781697898
2677,1040778.6556599453
2678,725544.033760899
2679,414413.7675106755
2680,330621.23626487615
2681,562487.2577559241
2682,571797.8581239091
2683,2670870.4551099506
2684,955941.9780176292
2685,367378.85713726445
2686,765214.3152746483
2687,1194682.0686176382
2688,455904.566005075
2689,695355.7938695038
2690,222142.7693614334
2691,440847.2516348176
2692,293474.7501278003
2693,253687.72308695046
2694,374956.1306962507
2695,1069400.88633987
2696,750673.1177910654
2697,981389.9612075203
2698,273646.4006267304
2699,269945.48935952195
2700,970776.9641698478
2701,494940.9746563562
2702,503267.59388688835
2703,143725.3589357709
2704,822585.2320893903
2705,965279.1829588837
2706,905698.1407987219
2707,802084.649197216
2708,778659.8737033947
2709,262575.23331189004
2710,316671.935852222
2711,837094.8222560785
2712,536339.0824629975
2713,785815.9321429833
2714,1656329.0339396968
2715,586254.8199596537
2716,1884552.2667333276
2717,1353203.896725412
2718,478307.1815595851
2719,321471.7744576613
2720,404063.19418070954
2721,762085.7448611744
2722,479417.89532238425
2723,1021576.2883411964
2724,324452.7497199414
2725,1019111.3383551518
2726,750711.789134178
2727,407463.9690223831
2728,650320.2309064745
2729,1210870.8180935585
2730,994280.3643553132
2731,885912.8112455795
2732,352211.88046965265
2733,1100483.7044381844
2734,1057217.505498769
2735,463877.74792978825
2736,1782356.3048666911
2737,377243.2899537876
2738,272338.31144237734
2739,447826.85137435794
2740,159854.8591408476
2741,213136.95104502278
2742,241844.3608234788
2743,449924.0443724293
2744,588306.9742155332
2745,598244.9534054071
2746,208759.17107083343
2747,1286297.0974345317
2748,1109412.9759024424
2749,354150.8336263605
2750,309110.66854083526
2751,339369.840385392
2752,383697.2518766261
2753,612046.3003558179
2754,687198.7850126708
2755,402714.6151849251
2756,401891.38398297096
2757,672109.2195360013
2758,345415.2796843767
2759,376861.22182218597
2760,978792.408202065
2761,984096.1265190075
2762,629899.6487358494
2763,891880.3067143026
2764,266514.87172807247
2765,1337356.9012201692
2766,817710.8735968608
2767,730506.8784671997
2768,700884.2315884287
2769,257806.4013632516
2770,711969.6463792952
2771,696423.6721922725
2772,706539.4491035
2773,410577.1825021874
2774,1422392.2962906128
2775,935535.4639723387
2776,705270.860447602
2777,875638.5128678473
2778,460991.3456404127
2779,370888.60004814534
2780,176701.0971565166
2781,299160.7184714979
2782,908315.1290619235
2783,470047.0401851447
2784,1089240.075022212
2785,457402.8288841907
2786,806411.2440458701
2787,363199.3164249378
2788,285529.64955625235
2789,530855.2532814605
2790,793719.5867565512
2791,522435.11268117867
2792,1579647.82224581
2793,298539.78885052935
2794,1968964.3074166905
2795,370621.10131600144
2796,1580960.922144011
2797,429215.91023815604
2798,554580.4580123894
2799,739355.8273467135
2800,2023008.2104715083
2801,295851.9546596543
2802,775162.0986192935
2803,2562693.6485745567
2804,622455.9300090089
2805,153195.05394715522
2806,725923.3040897301
2807,221976.1580712113
2808,274155.5511272663
2809,330366.2181710112
2810,360783.3268332504
2811,519786.4697304525
2812,1372085.943114146
2813,361032.8422969852
2814,594029.4467551078
2815,362524.34857009933
2816,699475.0468095954
2817,704583.7524256477
2818,210767.17680629448
2819,400192.699082823
2820,729857.922838446
2821,712542.3535204395
2822,1838869.6015169062
2823,678055.6476299663
2824,841562.8404167972
2825,436047.4815911792
2826,240100.5971520018
2827,1003321.9673399049
2828,811161.0791058744
2829,680704.6585598321
2830,1382229.4578839273
2831,259096.84850019362
2832,351371.30468122306
2833,592523.190097482
2834,1223186.0455159454
2835,475348.9022167441
2836,406483.4404385563
2837,639983.0025735162
2838,570992.2623730993
2839,463094.0205384317
2840,583298.548281994
2841,1451813.7774319407
2842,229270.07519958806
2843,1019599.4625986972
2844,378418.8817174287
2845,922772.54481761
2846,267890.7937684407
2847,438879.0879305824
2848,333973.4734931124
2849,352505.55065370305
2850,1114465.0011469992
2851,1169626.3353626123
2852,572171.3933424475
2853,1182734.9121588615
2854,2333109.530458365
2855,607786.2815791514
2856,2257057.164100901
2857,1676752.4376599619
2858,713171.293232944
2859,734425.246088358
2860,1055747.6400107841
2861,610811.1460696761
2862,662751.5590063884
2863,655191.9202848981
2864,767284.68085585
2865,383683.460645899
2866,216247.38936695104
2867,182915.995524878
2868,613169.8568761472
2869,545242.2890511714
2870,203332.54443105814
2871,531333.3441720335
2872,1169020.2010750445
2873,140110.46676602325
2874,1958129.097460727
2875,767748.3091316266
2876,506268.3279896028
2877,265963.1625416337
2878,139380.2801133032
2879,645923.0760811284
2880,1043033.2313713536
2881,647229.393791818
2882,706792.9671003637
2883,487384.69803294964
2884,525204.4808713313
2885,528117.395730983
2886,897205.2238845878
2887,573147.6536279235
2888,470761.0098722475
2889,522455.2945826375
2890,331469.72716385557
2891,591538.0695839982
2892,550786.1332821329
2893,636487.9624714241
2894,531844.1494738136
2895,1390597.177875842
2896,1126961.767495961
2897,1305112.0488355847
2898,547112.6626330672
2899,847517.943411448
2900,578037.2209521916
2901,942023.0955885053
2902,430834.2005663587
2903,219437.4353179724
2904,996154.8017032392
2905,491353.4857290974
2906,1405210.6061831973
2907,222142.7693614334
2908,2601941.6770554073
2909,563196.7665635038
2910,145278.36704627768
2911,1116125.3701185659
2912,501318.28983054997
2913,1004718.1429334629
2914,775534.5656749296
2915,622629.4572376624
2916,547130.457840737
2917,758876.0171250908
2918,349331.36844335834
2919,653903.639068757
2920,485099.93283089116
2921,1553708.1748503817
2922,813814.9357532852
2923,1236869.7876947974
2924,419889.6403688894
2925,375838.24514774384
2926,698499.3094073867
2927,194517.1489704299
2928,568146.175136448
2929,493086.1790893958
2930,951417.6448603179
2931,388515.9430052047
2932,634384.3095541837
2933,336138.74235003185
2934,529697.0967359445
2935,361233.1074423031
2936,1286814.0443058806
2937,717989.7701997757
2938,1810628.211948876
2939,1144344.067405939
2940,465406.2226514868
2941,728987.3075502712
2942,333662.1966969459
2943,538159.473799807
2944,244924.50561791574
2945,536722.2448003438
2946,440774.6553069032
2947,476947.2731320576
2948,1039814.6448738155
2949,427270.85166776314
2950,631205.9626301677
2951,751253.1157117438
2952,853259.6211186264
2953,671531.147743229
2954,246350.97294967732
2955,1562451.0300105398
2956,379067.957664805
2957,475088.85532260645
2958,1205957.7396170697
2959,1482981.6191467263
2960,537220.9984449925
2961,1680186.1202277422
2962,1710370.5838237726
2963,436195.8976022125
2964,1431741.9249552663
2965,508644.6846943521
2966,722909.7776429532
2967,853207.1807497329
2968,466047.66155462374
2969,708611.4858093816
2970,746078.9871941064
2971,378557.7808461744
2972,594149.4772374767
2973,352714.09692302987
2974,486229.3237437783
2975,922075.3337513254
2976,592231.1257490107
2977,855780.2094267883
2978,241979.88928537088
2979,817397.5911363489
2980,315560.74383564404
2981,264829.3037777042
2982,569901.6367283615
2983,1286814.0443058806
2984,630333.889943494
2985,491915.2586634809
2986,1094653.0842903387
2987,162760.64411790486
2988,398432.9592034321
2989,282239.384061708
2990,611363.7656872369
2991,708447.3790299203
2992,227870.88246583153
2993,162167.25359722914
2994,577606.9795683472
2995,490720.7902945308
2996,727722.3827357776
2997,558734.8214654318
2998,543175.3845910119
2999,696538.4793753312
3000,807375.5030738555
3001,1455178.031147539
3002,337168.34880415467
3003,677649.3744127757
3004,1215150.547298446
3005,875148.5607794514
3006,465977.6216842572
3007,874531.620680211
3008,447949.44612098724
3009,140110.46955129397
3010,449601.3553624481
3011,403996.21130926645
3012,967185.8789349122
3013,670816.3428632411
3014,362423.3391495017
3015,431318.7876479927
3016,871507.5250265168
3017,422538.83547639736
3018,393658.38566226023
3019,701195.0579027295
3020,250299.71302613933
3021,481128.75453575386
3022,2241739.515821671
3023,1111855.331090484
3024,1084642.0828353486
3025,410756.10366247053
3026,719975.5674894402
3027,612120.3468085966
3028,798019.504764164
3029,356382.02488974
3030,924095.9111654551
3031,446975.6398520905
3032,433269.9481968589
3033,590098.2546958424
3034,379603.16960286844
3035,775465.7127879574
3036,325990.2046585445
3037,684198.7930197264
3038,1190707.6679451023
3039,410609.7114720307
3040,410827.3872159268
3041,755295.8263023983
3042,399326.4818573071
3043,473487.9143902465
3044,220139.7339403538
3045,913273.0745644544
3046,679012.5657922862
3047,478307.1815595851
3048,348548.73099358653
3049,531926.693704102
3050,538652.6103039753
3051,436683.2504158863
3052,884466.5975602833
3053,680919.4848767166
3054,835158.214155151
3055,439931.0239668291
3056,563126.3671594297
3057,491275.98792684043
3058,164461.17248551102
3059,637603.418619537
3060,757428.4624728601
3061,453398.3035773443
3062,409384.5832742089
3063,295418.251079565
3064,588660.5510129819
3065,553152.3679442889
3066,1669590.3761612736
3067,1641507.3462781922
3068,507126.48885927815
3069,2409702.609773463
3070,365763.04169169033
3071,269809.5748761266
3072,1960839.428054941
3073,1671293.017511997
3074,410126.4765575558
3075,315214.1640022932
3076,360364.60413576436
3077,654004.4747795176
3078,900733.4788022956
3079,598777.6520332088
3080,340990.89511093526
3081,1137657.5575122214
3082,200142.4901338688
3083,1661905.3642336167
3084,412377.8335743863
3085,1782855.7528445616
3086,563829.178998128
3087,308279.87341080845
3088,566146.7460229368
3089,430131.0066272759
3090,472403.50470355316
3091,674205.0000690831
3092,945542.88954612
3093,730103.1091237987
3094,919369.7404544639
3095,453827.3812163965
3096,174442.34983907614
3097,1734531.3545381012
3098,292953.3299521555
3099,218076.25550137143
3100,684200.7501063521
3101,818291.6325215683
3102,509980.6569576153
3103,240951.46516850736
3104,456861.10523281305
3105,671834.971910971
3106,291482.55037325964
3107,275840.9175419714
3108,364771.76239836245
3109,772508.4636167599
3110,404156.4411584427
3111,928928.1829623847
3112,818806.1651825636
3113,417994.95496256853
3114,285732.8907213485
3115,969780.27607587
3116,441516.7750223371
3117,629848.9350023927
3118,869492.2362873724
3119,541084.1250509754
3120,580546.7555317531
3121,1026792.2486209673
3122,415611.10875817697
3123,558075.6081751396
3124,461183.80297811097
3125,911147.6344410548
3126,672220.102395632
3127,711918.2639374927
3128,460365.5192023746
3129,810724.1214137336
3130,941605.8450507395
3131,380018.6241107547
3132,1659542.3610263949
3133,232872.57819144108
3134,1292049.5545924974
3135,224069.41460296125
3136,583467.8243677111
3137,1923730.9956752409
3138,945930.0346786988
3139,547872.1896405504
3140,262963.7945883692
3141,232627.4892819662
3142,487483.06928388047
3143,1020285.3415743163
3144,911940.6264628487
3145,509354.9497047089
3146,212312.68532513987
3147,474727.39046840643
3148,672040.5495432715
3149,466358.8899124329
3150,581348.0713597401
3151,436536.7332287399
3152,312521.700262428
3153,331113.9448660164
3154,314872.9794829745
3155,223649.96294764665
3156,790729.7593665379
3157,1659445.6362407198
3158,879987.5035364423
3159,994956.372536314
3160,274067.4977926558
3161,273756.18904611253
3162,462340.279545494
3163,457510.46626773174
3164,770210.6528540351
3165,223573.68799876553
3166,219437.4353179724
3167,589200.9071471116
3168,988574.2031185623
3169,2317551.8590208315
3170,1038074.2952790885
3171,1139810.7257184742
3172,1453714.3718377473
3173,1148031.0402739772
3174,305407.1259767784
3175,409796.6977805728
3176,402071.920856244
3177,1130148.8794894973
3178,892119.6217228267
3179,1442874.9974148935
3180,913706.8541070198
3181,1623170.696881563
3182,401817.4417493816
3183,1536433.387319822
3184,424946.34386164736
3185,778659.8737033947
3186,234217.63455122634
3187,785537.517250164
3188,775615.75325582
3189,837388.5231426897
3190,382694.8586322096
3191,1113428.8835551175
3192,422812.50079065614
3193,916939.9463579797
3194,651541.1648801281
3195,139493.5077232761
3196,356314.94962202496
3197,1234578.9442000345
3198,649603.8290676584
3199,382108.8450801135
3200,960817.6484747026
3201,445376.9897103052
3202,450422.801180511
3203,1668234.6132125019
3204,538313.5329084604
3205,700251.2075885484
3206,780511.8114118512
3207,693823.2505727672
3208,719975.5674894402
3209,643098.333590457
3210,829145.5759102391
3211,1120250.2734029142
3212,1084088.5376180054
3213,1274712.602714722
3214,268723.3348579649
3215,663523.808357017
3216,450324.3554108507
3217,1416435.4013033134
3218,221976.1580712113
3219,390141.0806756608
3220,261137.19750918788
3221,785816.9683833562
3222,599685.235475013
3223,442791.5131397928
3224,768349.3398587985
3225,835187.2791850121
3226,721954.603182537
3227,391574.0773525286
3228,391139.9635406947
3229,310716.51748476084
3230,1019620.7039995841
3231,1605740.0343622386
3232,599738.8338175606
3233,149512.49478527126
3234,1379334.1769211185
3235,217596.44145441346
3236,622014.4854100636
3237,944144.5600165685
3238,1563124.5789661708
3239,1193290.6516585562
3240,256776.3528703451
3241,358676.42202181614
3242,630908.9830529335
3243,750560.9552393743
3244,304863.69712126045
3245,417728.135532808
3246,1275149.9119832432
3247,260756.22751012858
3248,1262712.8686608255
3249,1284043.6689148352
3250,267023.38539873494
3251,533558.8457181673
3252,805512.8888659967
3253,210767.17680629448
3254,374175.8412889912
3255,554454.0453131311
3256,448352.8368073775
3257,934870.5695555725
3258,386261.9718697108
3259,298560.1882259516
3260,324576.9649571649
3261,1305781.935267542
3262,441994.55717253557
3263,772161.3508943225
3264,352864.361243409
3265,959948.3625312137
3266,390615.1785198666
3267,719360.7383979352
3268,1187495.799398164
3269,666435.5825553981
3270,890676.3405600478
3271,319849.1707272585
3272,998563.5270324425
3273,477367.87814729905
3274,540790.3955078544
3275,219400.1042116591
3276,606327.9059952378
3277,1107304.8965656757
3278,1697967.8127348186
3279,1134235.3056890238
3280,169038.42394192232
3281,576259.195883184
3282,608590.3722865416
3283,349331.36844335834
3284,412280.5223517073
3285,361683.2176984162
3286,450791.8619637624
3287,710783.7689508398
3288,524284.1368803557
3289,414003.4084725046
3290,381728.6626488955
3291,634973.344630437
3292,211740.05212631528
3293,433981.97896415956
3294,727038.3540519865
3295,653311.454402848
3296,464130.1296326034
3297,260151.3197352457
3298,637249.6258722176
3299,1044342.7326995076
3300,1131624.9571711458
3301,144452.91956611397
3302,550364.7359607922
3303,1171781.859539033
3304,629848.9350023927
3305,321022.3586980907
3306,421229.3716467802
3307,467567.3329088524
3308,333289.71877969237
3309,511779.6657565895
3310,931145.1572923613
3311,548595.7576315043
3312,590580.8300585033
3313,726780.896994643
3314,756649.3113554424
3315,759298.3088056017
3316,452677.49681759044
3317,429258.0620576094
3318,654108.2438313295
3319,463630.6540198381
3320,859810.5963437253
3321,387955.60961507424
3322,1199957.0861830113
3323,142673.2292040313
3324,534562.5845752127
3325,1031711.1841374022
3326,760952.7793229393
3327,365130.48605148075
3328,520605.44126954384
3329,1150145.8414492453
3330,1580920.0818383973
3331,664815.5642150681
3332,768115.3935340854
3333,1790343.2051749122
3334,404890.62349257746
3335,689712.5031282644
3336,210513.82339771625
3337,1957595.0287859584
3338,726677.2919086142
3339,203252.6280571398
3340,586327.705738167
3341,255101.6341902965
3342,928023.4063297107
3343,400029.65959486953
3344,354404.0922569342
3345,430671.37505617656
3346,463188.3257438716
3347,881937.9436608084
3348,153314.67445973205
3349,1216756.1206030454
3350,405356.06151463115
3351,1056703.952240385
3352,581046.4938793647
3353,389267.56091634143
3354,190775.03808755256
3355,275028.44143800647
3356,241984.64260276913
3357,726069.3515108251
3358,762811.0760852746
3359,1192323.9781209906
3360,771474.1390270839
3361,657907.6204000646
3362,881307.9189178543
3363,774985.6510653286
3364,905434.8334112237
3365,689119.8486781318
3366,496744.2343677194
3367,523301.30812607415
3368,344004.7399911416
3369,733003.740257966
3370,795186.1975714234
3371,1360407.5675868872
3372,1771983.850389733
3373,408845.6161657359
3374,177988.0735995637
3375,1101546.8110837576
3376,246071.20533683719
3377,620218.4340609536
3378,687105.3518658318
3379,716875.0918896559
3380,472199.2403111114
3381,243419.03442445377
3382,1184915.166444445
3383,395884.9813377807
3384,1101778.367992213
3385,635246.965472083
3386,744021.0057486995
3387,549681.2264858576
3388,986207.6449261137
3389,332470.50726246426
3390,143888.82106775415
3391,799525.4824566273
3392,618170.151793384
3393,789969.0489179156
3394,462765.56305739196
3395,202825.23721760372
3396,547992.3231669227
3397,802021.129761443
3398,374963.1393783827
3399,448101.8865130767
3400,933645.1296135877
3401,684243.9418309381
3402,440084.870540535
3403,416329.47321577003
3404,352176.67594980105
3405,1018170.554004783
3406,427498.346763032
3407,160894.2488318156
3408,230630.14656262138
3409,337555.02076460375
3410,933209.408242375
3411,834195.0891528842
3412,1276030.1018572384
3413,176376.75444067884
3414,1138686.848038632
3415,1431312.3816158676
3416,157377.2001311031
3417,405224.33429212257
3418,774598.2295204222
3419,305081.5417162191
3420,942188.6739317517
3421,983273.3097821248
3422,591319.0060461217
3423,506512.9670881979
3424,341481.0987089721
3425,195840.3068494352
3426,441108.8693599965
3427,418747.3287203149
3428,686439.8801589375
3429,695759.9165127542
3430,1040258.0511094667
3431,1180434.9810689208
3432,519418.8939110012
3433,387431.4044551615
3434,1459248.680858082
3435,875936.17337926
3436,503722.4347714184
3437,1269903.7135500088
3438,140094.6496993779
3439,424196.36723330023
3440,430988.9757905682
3441,928738.4845595
3442,268764.68089918414
3443,2599326.7035517953
3444,654316.1386585557
3445,1549335.7259285748
3446,559696.2618577591
3447,1003528.9443358612
3448,388956.7214537607
3449,1614784.3866045277
3450,352439.4407766581
3451,443798.9711560484
3452,407289.1025760652
3453,1935038.1101214064
3454,1969304.6950083927
3455,282371.95091097656
3456,279034.04755332763
3457,464830.3326747347
3458,225876.8504378218
3459,970217.4720057648
3460,739685.8098445255
3461,275131.9021462505
3462,522387.437363288
3463,545244.9892377051
3464,892239.8379586543
3465,1727314.3188628736
3466,472289.36259932566
3467,1603673.6466784934
3468,571377.073675156
3469,139601.4432725213
3470,1253375.0272009096
3471,604297.6028279167
3472,671531.147743229
3473,395218.1824281113
3474,1053528.364670496
3475,175831.55932923607
3476,790792.1879709344
3477,795758.067200096
3478,632407.2576947095
3479,385027.17790822097
3480,1091511.382375623
3481,239009.20704277072
3482,409867.16285547917
3483,905063.3534944529
3484,390854.8769472476
3485,382091.07374363206
3486,1149316.4593552875
3487,387955.60961507424
3488,709193.6832042119
3489,648622.09693432
3490,313284.8711271851
3491,611492.1525989905
3492,1149516.884979118
3493,288352.4447731628
3494,433612.754720155
3495,389471.3827114307
3496,264829.3037777042
3497,320625.18077010044
3498,550707.8309642887
3499,696940.1160789095
3500,196926.902794956
3501,396637.9897998561
3502,758778.7097059435
3503,491915.2586634809
3504,997977.1502651823
3505,361739.6876922873
3506,358152.0916649496
3507,206124.58245090736
3508,598238.2963092087
3509,514260.31078451144
3510,568007.7930317116
3511,1368253.8820914915
3512,590390.6492399597
3513,713744.0575942618
3514,268215.2995088528
3515,971661.8957604552
3516,745376.2310767511
3517,279221.9820192132
3518,211380.57653227213
3519,737319.2709357234
3520,569709.7293898491
3521,499730.3339456418
3522,692995.6702149827
3523,1434654.2182216365
3524,628351.235582836
3525,256988.79739655138
3526,1268351.6178081247
3527,1355451.4532601843
3528,640844.2918951879
3529,306455.03546526114
3530,256994.6680377712
3531,1039407.7696596145
3532,544600.0918229213
3533,893498.6599235012
3534,516236.77344249655
3535,650873.9941015197
3536,462035.42814579885
3537,189779.32309177986
3538,772049.7422892035
3539,403633.64495185425
3540,700426.9527190825
3541,379664.6326193158
3542,2229486.885042773
3543,453861.3257770158
3544,522620.4134274368
3545,349742.1165809969
3546,494018.11416851386
3547,1197551.3104257043
3548,971090.2527017201
3549,247476.19787483412
3550,1540578.6634398056
3551,600385.9914049937
3552,456873.4106149873
3553,1140048.967972024
